EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V)
211051975.0,033611.05+234823.4,54.04608,23.80651,DH053,,13.08,5.69,0.549,,,,0.063,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH053,13.07,5.69,0.22,9.98,0.32,3046.0,0.08,
210977505.0,033624.31+223725.6,54.10133,22.62379,DH056,14.14,10.56,3.47,11.1805,,,,0.015,LC4,best,11.28,,single,no,no,yes,no,no,no,no,no,no,DH056,10.55,3.47,0.66,7.21,0.68,3950.0,-0.01,
211065162.0,033630.30+240043.9,54.12626,24.01222,PELS189,12.26,9.9,2.25,7.551,,,,0.035,LC3,best,7.41,,single,no,no,no,yes,no,no,no,no,no,PELS189,9.89,2.25,0.87,6.09,0.75,4895.0,-0.18,
211010818.0,033638.39+230844.4,54.15996,23.14569,DH060,,13.27,5.84,0.304,,,,0.036,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH060,13.26,5.84,0.2,10.19,0.3,3010.0,0.05,
210940129.0,033644.10+220139.1,54.18378,22.02753,DH063,,12.92,6.07,0.727,0.7903,,,0.015,LC1,best,,,multi,yes,no,no,no,no,yes,no,no,no,DH063,12.91,6.07,0.17,9.85,0.36,2958.0,0.66,
211013159.0,033716.51+231104.5,54.31882,23.1846,HHJ179,,12.55,5.3,0.4487,,,,0.03,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ179,12.54,5.3,0.31,9.43,0.38,3156.0,-0.11,
210960579.0,033724.04+222103.5,54.3502,22.35098,PELS003,9.22,7.9,1.21,3.3876,,,,0.011,LC1,best,,,single,no,no,yes,yes,no,no,no,no,no,PELS003,7.89,1.21,1.24,3.38,1.56,6320.0,0.59,
211013046.0,033737.07+231058.1,54.40448,23.18281,UGCSJ033737.08+231057.8,,12.81,5.33,0.358,,,,0.063,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ033737.08+231057.8,12.8,5.33,0.3,9.69,0.34,3147.0,-0.3,
210956678.0,033741.34+221719.4,54.42226,22.28872,UGCSJ033741.35+221718.9,,13.07,5.85,0.5602,,,,0.029,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ033741.35+221718.9,13.06,5.85,0.2,9.99,0.33,3006.0,0.27,
211025925.0,033756.40+232256.9,54.48504,23.38248,HHJ268,,12.07,4.98,0.8969,,,,0.013,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ268,12.06,4.98,0.39,8.93,0.46,3258.0,-0.11,
210969800.0,033822.58+222958.8,54.59409,22.49969,PELS015,10.06,8.7,1.25,2.1116,2.2119,,,0.019,LC2,best,2.3,24.4,multi,no,no,no,yes,yes,yes,no,no,no,PELS015,8.69,1.25,1.22,4.21,1.11,6189.0,-0.15,
211008438.0,033823.37+230629.1,54.59741,23.10811,HHJ418,15.25,11.04,4.1,3.7479,,,,0.032,LC2,best,3.77,,single,no,no,no,no,no,no,no,no,no,HHJ418,11.03,4.1,0.56,7.81,0.62,3617.0,0.0,
210803812.0,033910.20+195531.0,54.79251,19.92528,UGCSJ033910.21+195530.5,,12.21,5.27,1.7999,,,,0.013,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ033910.21+195530.5,12.2,5.27,0.32,9.09,0.45,3164.0,0.19,
211081065.0,033932.31+241601.3,54.88464,24.26705,BPL2,,12.2,5.24,0.72,,,,0.034,LC1,best,0.72,,single,no,no,no,no,no,no,no,no,no,BPL2,12.19,5.24,0.33,9.08,0.45,3175.0,0.15,
211058468.0,033942.71+235427.9,54.92796,23.90776,HCG22,17.9,12.41,5.38,0.7734,,,,0.039,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG22,12.4,5.38,0.29,9.96,0.22,3702.0,0.21,
210946466.0,033944.17+220745.8,54.93408,22.12941,DH111,,11.89,4.71,1.081,,,,0.042,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH111,11.88,4.71,0.44,8.73,0.47,3355.0,-0.22,
210979439.0,033944.78+223915.5,54.9366,22.65432,HHJ141,,12.73,5.5,0.6961,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ141,12.72,5.5,0.24,9.62,0.37,3098.0,0.22,
211063235.0,033946.33+235853.1,54.94306,23.98144,HHJ324,16.85,11.83,4.91,1.1377,,,,0.058,LC1,best,1.14,,single,no,no,no,no,no,no,no,no,no,HHJ324,11.82,4.91,0.4,8.69,0.5,3283.0,0.05,
211054634.0,033947.97+235056.9,54.9499,23.84916,HHJ291,17.23,11.83,5.29,0.3847,0.447,,,0.029,LC1,best,,40.0,multi,yes,no,no,no,no,yes,no,no,no,HHJ291,11.82,5.29,0.32,8.71,0.54,3158.0,0.59,
211049486.0,033950.66+234552.6,54.96112,23.76463,BPL7,,13.5,5.97,0.5572,,,,0.035,LC3,best,,,single,no,no,no,no,no,no,no,no,no,BPL7,13.49,5.97,0.18,10.43,0.27,2981.0,-0.03,
211077682.0,033955.19+241254.3,54.98,24.21509,BPL8,,13.45,5.9,0.3291,,,,0.026,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL8,13.44,5.9,0.19,10.37,0.28,2995.0,-0.05,
210978953.0,034007.00+223847.6,55.02917,22.64658,HHJ114,19.2,13.05,6.04,0.482,,,,0.032,LC1,best,0.48,,single,no,no,no,no,no,no,no,no,no,HHJ114,13.04,6.04,0.17,9.98,0.34,2965.0,0.5,
211077833.0,034007.09+241303.6,55.02958,24.21767,DH126,,13.54,5.84,0.4198,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH126,13.53,5.84,0.2,10.45,0.26,3010.0,-0.22,
211088075.0,034015.91+242231.6,55.06632,24.37546,BPL11,,13.81,6.24,1.2224,,,,0.052,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL11,13.8,6.24,0.16,10.76,0.24,2925.0,-0.08,
211058381.0,034018.84+235423.6,55.0785,23.90657,UGCSJ034018.84+235423.3,,12.77,5.25,0.6702,,,,0.029,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034018.84+235423.3,12.76,5.25,0.32,9.65,0.34,3172.0,-0.38,
211070495.0,034025.60+240600.2,55.1067,24.10008,HHJ135,18.45,12.83,5.51,0.606,,,,0.053,LC1,best,,,single,no,no,no,no,no,no,no,no,yes,HHJ135,12.82,5.51,0.25,9.72,0.35,3094.0,0.11,
211069863.0,034026.39+240523.8,55.10997,24.08995,SK778,,11.69,4.9,0.7654,,,,0.042,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK778,11.68,4.9,0.41,8.55,0.53,3288.0,0.17,
211079106.0,034026.95+241414.4,55.1123,24.23736,HHJ169,17.99,12.52,5.36,0.8235,,,,0.11,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HHJ169,12.51,5.36,0.29,9.4,0.4,3137.0,0.06,
211095259.0,034030.72+242914.2,55.12802,24.4873,PELS019,11.72,9.56,2.05,6.8132,,,,0.022,LC3,best,6.72,,multi,no,no,no,yes,yes,no,no,no,no,PELS019,9.55,2.05,0.91,5.64,0.84,5124.0,-0.02,
211036360.0,034031.48+233302.4,55.13119,23.55067,SK773,15.23,11.06,4.06,2.337,,,,0.018,LC2,best,2.35,,single,no,no,yes,no,no,no,no,no,no,SK773,11.05,4.06,0.57,7.83,0.61,3636.0,-0.05,
211044536.0,034034.36+234057.3,55.14318,23.68261,PELS012,10.9,9.15,1.64,4.5487,4.1646,,,0.018,LC3,best,4.46,,multi,no,no,no,yes,yes,yes,no,no,no,PELS012,9.14,1.64,1.02,4.96,0.97,5564.0,0.0,
210872505.0,034035.32+205756.9,55.14717,20.96581,DH146,15.98,11.3,4.57,0.534,,,,0.077,LC1,best,0.53,,single,no,no,no,no,no,no,no,no,no,DH146,11.29,4.57,0.48,8.13,0.6,3412.0,0.17,
211029757.0,034039.44+232635.1,55.16436,23.44309,DH147,,14.04,6.49,0.3274,,,,0.045,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH147,14.03,6.49,0.13,11.02,0.22,2881.0,-0.09,
210888723.0,034049.38+211255.6,55.20577,21.21546,DH152,,12.49,5.55,3.7501,,,,0.057,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH152,12.48,5.55,0.23,9.39,0.41,3084.0,0.56,
211028209.0,034050.42+232506.4,55.21012,23.41846,AK1B038,10.8,9.12,1.57,4.395,,,,0.039,LC3,best,4.34,,multi,no,no,yes,yes,yes,no,no,no,no,AK1B038,9.11,1.57,1.05,4.88,0.97,5676.0,-0.05,
210854098.0,034051.06+204117.6,55.21276,20.68823,DH155,,13.71,6.08,0.3451,,,,0.045,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH155,13.7,6.08,0.17,10.65,0.25,2957.0,-0.12,
211039307.0,034051.26+233554.3,55.21359,23.59843,DH156,12.79,10.08,2.6,8.3247,,,,0.085,LC3,best,8.14,,single,no,no,yes,no,no,no,no,no,no,DH156,10.07,2.6,0.8,6.44,0.73,4572.0,-0.1,
211078393.0,034100.38+241335.2,55.25161,24.22646,BPL17,,12.94,5.56,0.5214,,,,0.034,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL17,12.93,5.56,0.23,9.84,0.34,3079.0,0.12,
211046948.0,034102.97+234321.6,55.2624,23.72269,HCG45,,12.0,5.0,1.4556,,,,0.069,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HCG45,11.99,5.0,0.39,8.86,0.47,3251.0,-0.04,
211053922.0,034105.21+235015.3,55.27173,23.83759,BPL19,,13.76,5.91,0.3446,,,,0.036,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL19,13.75,5.91,0.19,10.68,0.24,2992.0,-0.34,
210865020.0,034113.48+205117.2,55.30619,20.8548,UGCSJ034113.49+205117.2,,11.24,4.21,13.0526,,,,0.016,LC2,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034113.49+205117.2,11.23,4.21,0.54,8.03,0.57,3568.0,-0.11,
211026087.0,034113.79+232305.8,55.30749,23.38495,DH166,14.05,10.63,3.31,10.0234,,,,0.025,LC4,ok,9.87,,single,no,no,yes,no,no,no,no,no,no,DH166,10.62,3.31,0.69,7.24,0.64,4047.0,-0.2,
211055424.0,034119.34+235142.1,55.33059,23.86172,HCG48,,12.78,5.62,0.4252,,,,0.023,LC3,best,,,single,no,no,no,no,no,no,no,no,no,HCG48,12.77,5.62,0.22,9.68,0.36,3065.0,0.32,
211089510.0,034122.43+242351.8,55.34347,24.39775,DH169,,13.35,5.88,0.3226,,,,0.026,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH169,13.34,5.88,0.19,10.27,0.29,3001.0,0.02,
211059880.0,034122.87+235548.2,55.34533,23.93007,HCG49,,12.34,5.21,0.7308,,,,0.093,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG49,12.33,5.21,0.33,9.22,0.42,3184.0,-0.01,
210940436.0,034123.45+220154.2,55.34772,22.03174,UGCSJ034123.46+220153.9,,12.54,6.01,0.7453,,,,0.053,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034123.46+220153.9,12.53,6.01,0.18,9.47,0.43,2971.0,0.97,
211018106.0,034125.95+231536.1,55.35815,23.26003,UGCSJ034125.96+231535.8,,12.82,5.49,0.5384,,,,0.038,LC1,best,,,single,no,no,no,no,no,no,no,no,no,UGCSJ034125.96+231535.8,12.81,5.49,0.25,9.71,0.35,3099.0,0.06,
211010041.0,034126.34+230802.9,55.35979,23.13415,DH174,,12.62,5.56,0.8393,,,,0.029,LC1,best,0.84,,single,no,no,no,no,no,no,no,no,no,DH174,12.61,5.56,0.23,9.52,0.39,3081.0,0.44,
211065494.0,034126.88+240102.4,55.36201,24.01736,SK729,17.01,11.47,5.43,0.3591,0.3709,,,0.025,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,SK729,11.46,5.43,0.27,8.36,0.65,3117.0,1.3,
211046102.0,034127.81+234230.0,55.36591,23.70835,AK1B055,11.18,9.31,1.76,5.4678,6.1205,,,0.035,LC3,best,5.45,,multi,no,no,no,yes,yes,yes,no,no,no,AK1B055,9.3,1.76,0.99,5.2,0.92,5420.0,-0.06,
211067927.0,034131.19+240325.0,55.37999,24.05695,HHJ90,,13.07,5.55,0.3868,,,,0.027,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ90,13.06,5.55,0.23,9.97,0.32,3082.0,-0.01,
211041753.0,034134.79+233815.7,55.39496,23.63772,DH180,,13.21,5.55,0.5168,,,,0.015,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH180,13.2,5.55,0.23,10.11,0.3,3085.0,-0.17,
211088777.0,034138.80+242309.3,55.41168,24.38594,BPL25,,13.46,5.77,1.5972,0.246,,,0.028,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,BPL25,13.45,5.77,0.21,10.37,0.27,3026.0,-0.24,
211049396.0,034139.57+234547.0,55.4149,23.76308,SK724,14.58,10.87,3.6,11.0063,,,,0.028,LC4,best,11.07,,multi,no,no,yes,yes,yes,no,no,no,no,SK724,10.86,3.6,0.65,7.55,0.61,3875.0,-0.25,
211002985.0,034146.64+230119.8,55.44436,23.02219,UGCSJ034146.65+230119.6,,13.16,5.65,0.2943,,,,0.028,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,UGCSJ034146.65+230119.6,13.15,5.65,0.22,10.06,0.31,3057.0,-0.02,
211005163.0,034148.95+230323.4,55.45397,23.05651,HHJ58,19.37,13.15,6.11,0.2391,0.553,,,0.016,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,HHJ58,13.14,6.11,0.17,10.09,0.33,2950.0,0.47,
211084813.0,034151.49+241927.4,55.46455,24.3243,BPL27,,14.27,6.76,0.6486,,,,0.078,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL27,14.26,6.76,0.11,11.3,0.2,2845.0,-0.09,
211071863.0,034152.93+240725.0,55.47055,24.12362,DH191,,13.22,5.44,0.515,,,,0.021,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH191,13.21,5.44,0.26,10.11,0.29,3114.0,-0.42,
211030680.0,034153.66+232728.6,55.47359,23.45797,DH193,14.0,10.25,3.64,7.1503,,,,0.05,LC3,ok,7.23,,single,no,no,yes,no,no,no,no,no,no,DH193,10.24,3.64,0.64,6.94,0.81,3853.0,0.4,
211063081.0,034156.71+235843.3,55.48632,23.97871,BPL30,,13.23,5.78,0.4007,,,,0.028,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL30,13.22,5.78,0.21,10.14,0.3,3023.0,0.0,
210998478.0,034158.64+225701.9,55.49436,22.95055,HCG66,,11.9,4.8,6.842,,,,0.018,LC4,best,,,single,no,no,yes,no,no,no,no,no,no,HCG66,11.89,4.8,0.42,8.75,0.48,3324.0,-0.13,
211046046.0,034158.67+234226.3,55.49448,23.70731,SK709,14.73,10.84,3.78,7.7833,,,,0.025,LC2,best,7.93,,multi,yes,yes,yes,yes,yes,no,no,no,no,SK709,10.83,3.78,0.62,7.56,0.64,3777.0,-0.08,
211074799.0,034200.36+241012.8,55.50153,24.17025,BPL32,,14.07,6.36,0.2821,,,,0.044,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL32,14.06,6.36,0.14,11.04,0.22,2904.0,-0.24,
211077349.0,034202.86+241236.2,55.51193,24.21007,HCG63,16.4,11.61,4.68,0.6995,,,,0.046,LC1,best,0.7,,single,no,no,no,no,no,no,no,no,no,HCG63,11.6,4.68,0.45,8.45,0.53,3369.0,0.02,
211059979.0,034202.92+235553.9,55.51219,23.93164,HCG64,16.32,11.13,5.08,0.8889,1.0991,,,0.028,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG64,11.12,5.08,0.37,8.0,0.71,3225.0,0.93,
211098454.0,034203.29+243213.4,55.51374,24.53706,SK701,16.4,11.63,4.66,2.2576,,,,0.031,LC1,best,2.26,,single,yes,no,no,no,no,no,no,no,no,SK701,11.62,4.66,0.45,8.47,0.52,3376.0,-0.02,
211038660.0,034208.83+233517.0,55.53682,23.58807,SK699,15.8,11.31,4.38,3.0135,,,,0.041,LC1,best,3.04,,single,no,no,yes,no,no,no,no,no,no,SK699,11.3,4.38,0.52,8.12,0.58,3491.0,-0.06,
211069615.0,034210.91+240508.5,55.54549,24.08572,HCG68,15.95,11.15,4.69,0.4774,,,,0.03,LC1,best,0.48,40.0,single,yes,no,no,no,no,no,no,no,no,HCG68,11.14,4.69,0.44,7.99,0.66,3365.0,0.5,
211084148.0,034213.47+241849.8,55.55617,24.31384,BPL36,,13.59,5.94,0.7131,,,,0.048,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL36,13.58,5.94,0.19,10.51,0.26,2987.0,-0.15,
210832378.0,034213.88+202144.0,55.55786,20.36223,DH216,,12.79,5.46,0.4656,,,,0.043,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH216,12.78,5.46,0.26,9.68,0.35,3108.0,0.06,
211013627.0,034215.36+231131.1,55.56403,23.19199,HHJ109,,13.0,5.59,1.0188,,,,0.013,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ109,12.99,5.59,0.23,9.9,0.33,3072.0,0.09,
211071431.0,034217.88+240657.8,55.57454,24.11606,HHJ129,,12.93,5.55,0.6026,,,,0.026,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ129,12.92,5.55,0.23,9.83,0.34,3083.0,0.12,
211106429.0,034221.53+243952.7,55.58974,24.66465,HCG71,14.48,10.72,3.65,2.9794,,,,0.107,LC1,best,2.99,10.0,single,no,no,no,no,no,no,no,no,no,HCG71,10.71,3.65,0.64,7.41,0.66,3847.0,-0.06,
210905362.0,034223.99+212824.5,55.59998,21.47349,PELS035,9.84,8.53,1.2,2.3787,2.5058,,,0.011,LC3,best,2.3,,multi,no,no,no,yes,no,yes,no,no,no,PELS035,8.52,1.2,1.25,3.99,1.2,6250.0,-0.09,
211055359.0,034226.26+235138.7,55.60945,23.86077,HHJ49,19.49,13.39,5.99,0.4958,,,,0.037,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ49,13.38,5.99,0.18,10.32,0.29,2975.0,0.12,
210994935.0,034226.28+225340.7,55.60953,22.89466,HCG75,14.45,10.72,3.62,4.2264,,,,0.022,LC1,best,4.22,8.0,multi,yes,no,yes,yes,yes,no,no,no,no,HCG75,10.71,3.62,0.65,7.41,0.65,3864.0,-0.1,
211078992.0,034226.28+241407.8,55.60951,24.23551,HCG73,,12.34,5.21,0.9519,,,,0.075,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG73,12.33,5.21,0.33,9.22,0.42,3184.0,-0.01,
210974364.0,034227.30+223424.8,55.61376,22.57357,HCG76,,11.86,5.19,1.9793,1.5247,,,0.022,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,HCG76,11.85,5.19,0.34,8.73,0.52,3191.0,0.39,
210988354.0,034229.41+224726.1,55.62257,22.7906,HCG77,15.16,10.92,4.13,0.325,,,,0.039,LC2,best,0.32,50.0,single,no,no,no,no,no,no,no,no,no,HCG77,10.91,4.13,0.56,7.7,0.66,3603.0,0.13,
210862226.0,034229.70+204840.0,55.62375,20.81113,DH229,,12.43,5.28,1.2913,,,,0.011,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH229,12.42,5.28,0.32,9.31,0.41,3161.0,-0.02,
211075627.0,034233.96+241100.8,55.6415,24.18356,DH231,,13.42,5.91,0.5641,,,,0.052,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH231,13.41,5.91,0.19,10.34,0.28,2994.0,-0.01,
211025007.0,034236.26+232204.8,55.65111,23.36801,HCG79,17.6,12.32,5.17,1.551,,,,0.089,LC2,best,1.55,,single,no,no,no,no,no,no,no,no,no,HCG79,12.31,5.17,0.35,9.19,0.42,3196.0,-0.09,
211063744.0,034240.22+235921.7,55.66761,23.98937,HCG80,15.75,11.14,4.5,0.2587,,,,0.033,LC1,best,0.26,69.0,single,no,no,no,no,no,no,no,no,no,HCG80,11.13,4.5,0.49,7.96,0.64,3440.0,0.24,
211066186.0,034241.17+240142.9,55.67155,24.02859,HCG82,,13.09,5.63,0.5634,,,,0.042,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG82,13.08,5.63,0.22,9.99,0.32,3062.0,0.03,
211064722.0,034241.84+240015.7,55.67437,24.00438,BPL42,,12.71,5.19,0.6713,,,,0.016,LC3,best,0.67,,single,yes,no,no,no,no,no,no,no,no,BPL42,12.7,5.19,0.34,9.59,0.35,3188.0,-0.43,
211076650.0,034241.89+241158.3,55.67456,24.19953,SK671,14.5,10.53,3.86,4.8225,,,,0.061,LC3,best,4.78,,single,no,no,yes,no,no,no,no,no,no,SK671,10.52,3.86,0.6,7.26,0.75,3736.0,0.31,
211023167.0,034242.39+232021.7,55.67666,23.33937,HCG86,,11.39,5.3,0.269,,,,0.023,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,HCG86,11.38,5.3,0.31,8.27,0.66,3155.0,1.05,
211008237.0,034244.36+230616.3,55.68486,23.10454,HHJ119,,12.95,5.7,0.4288,,,,0.012,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ119,12.94,5.7,0.22,9.85,0.34,3044.0,0.21,
211062604.0,034244.45+235815.4,55.68524,23.97097,BPL43,,13.22,5.77,0.4436,,,,0.041,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL43,13.21,5.77,0.21,10.13,0.3,3027.0,-0.01,
211053031.0,034245.64+234922.8,55.69019,23.82302,HHJ52,19.5,13.4,5.99,0.3519,,,,0.019,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ52,13.39,5.99,0.18,10.33,0.29,2975.0,0.1,
211038211.0,034248.90+233448.6,55.70377,23.58018,HHJ153,,12.77,5.4,0.6804,,,,0.043,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ153,12.76,5.4,0.27,9.66,0.35,3124.0,-0.03,
211074858.0,034249.09+241015.6,55.70457,24.17101,SK663,16.95,11.74,5.1,1.4585,,,,0.031,LC1,ok,,,single,no,no,no,no,no,no,no,no,no,SK663,11.73,5.1,0.37,8.61,0.54,3219.0,0.37,
211010807.0,034251.67+230844.0,55.71531,23.14558,UGCSJ034251.68+230843.6,,12.5,6.02,0.4038,0.6769,,,0.023,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,UGCSJ034251.68+230843.6,12.49,6.02,0.17,9.43,0.44,2969.0,1.04,
211095624.0,034255.10+242935.0,55.72962,24.49306,HII25,,8.26,1.1,1.4072,,,,0.001,LC1,best,,44.2,multi,no,no,no,no,no,no,no,no,no,HII25,8.25,1.1,1.28,3.64,1.33,6448.0,0.08,
211069418.0,034256.53+240457.9,55.73557,24.08277,HCG93,16.24,11.23,4.9,0.8174,,,,0.021,LC1,best,0.82,,single,no,no,no,no,no,no,no,no,no,HCG93,11.22,4.9,0.41,8.09,0.66,3287.0,0.64,
211078565.0,034256.55+241345.6,55.73566,24.22936,HCG92,,12.97,5.63,0.3657,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG92,12.96,5.63,0.22,9.87,0.33,3061.0,0.16,
210822528.0,034258.58+201245.2,55.74412,20.21256,DH247,,12.95,5.82,0.9149,,,,0.027,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH247,12.94,5.82,0.2,9.86,0.35,3015.0,0.32,
210995339.0,034259.21+225403.3,55.74674,22.90092,PELS030,12.1,9.71,2.28,6.6996,,,,0.055,LC3,best,7.07,,multi,no,no,no,yes,yes,no,no,no,no,PELS030,9.7,2.28,0.85,5.93,0.8,4899.0,0.05,
210965155.0,034259.75+222527.3,55.74896,22.42427,DH249,13.98,10.59,3.28,6.536,,,,0.012,LC4,ok,,,multi,no,no,no,yes,yes,no,no,no,no,DH249,10.58,3.28,0.69,7.19,0.65,4065.0,-0.17,
211079830.0,034301.25+241452.4,55.75524,24.24791,BPL50,,13.31,5.9,0.3437,,,,0.035,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL50,13.3,5.9,0.19,10.23,0.3,2995.0,0.09,
211106743.0,034302.93+244011.0,55.76223,24.66973,HII34,11.96,9.73,2.12,6.6874,7.6716,,,0.041,LC2,best,6.65,6.6,multi,no,no,yes,yes,no,yes,no,no,no,HII34,9.72,2.12,0.89,5.85,0.79,5038.0,-0.11,
210989020.0,034304.19+224803.5,55.76746,22.80098,HCG101,15.16,10.78,4.27,0.3103,,,,0.076,LC1,best,0.31,55.0,single,no,no,no,no,no,no,no,no,no,HCG101,10.77,4.27,0.53,7.58,0.72,3539.0,0.39,
210876759.0,034305.71+210149.4,55.77383,21.03042,UGCSJ034305.73+210149.1,,13.07,5.58,0.4336,,,,0.022,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,UGCSJ034305.73+210149.1,13.06,5.58,0.23,9.97,0.32,3075.0,0.01,
210957162.0,034306.49+221749.4,55.77705,22.29707,HHJ18,19.99,13.79,6.09,0.1748,,,,0.03,LC1,best,,60.0,single,no,no,no,no,no,no,no,no,no,HHJ18,13.78,6.09,0.17,10.73,0.24,2954.0,-0.19,
211108136.0,034309.74+244132.9,55.7906,24.69249,HCG100,16.37,11.42,4.84,2.0256,,,,0.04,LC1,best,2.03,11.0,single,yes,no,no,no,no,no,no,no,no,HCG100,11.41,4.84,0.42,8.27,0.6,3309.0,0.38,
211071351.0,034311.63+240652.6,55.7985,24.11462,HHJ71,,13.16,6.0,0.4164,,,,0.043,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HHJ71,13.15,6.0,0.18,10.09,0.32,2974.0,0.36,
211111400.0,034312.11+244445.3,55.80049,24.74593,HCG102,17.09,11.69,5.29,0.7068,0.5755,,,0.04,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG102,11.68,5.29,0.32,8.57,0.57,3158.0,0.73,
211105839.0,034313.06+243919.4,55.80444,24.6554,HCG103,15.99,11.29,4.59,0.2562,,,,0.013,LC1,best,0.26,120.0,single,yes,no,no,no,no,no,no,no,no,HCG103,11.28,4.59,0.47,8.12,0.61,3404.0,0.22,
211053678.0,034316.59+235001.6,55.81916,23.83378,HHJ206,18.48,12.4,5.97,0.7703,,,,0.139,LC1,best,0.77,,single,no,no,no,no,no,no,no,no,no,HHJ206,12.39,5.97,0.18,9.33,0.45,2980.0,1.08,
210988056.0,034319.00+224710.6,55.82918,22.78629,HCG110,,12.76,5.54,0.3057,,,,0.056,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG110,12.75,5.54,0.23,9.65,0.36,3086.0,0.28,
210966700.0,034319.02+222657.1,55.82926,22.44922,PELS031,11.49,9.03,2.35,5.0238,2.8747,,,0.031,LC1,best,2.92,,multi,no,no,no,yes,yes,yes,no,no,no,PELS031,9.02,2.35,0.84,5.29,1.1,4842.0,0.79,
211092430.0,034320.57+242635.0,55.83571,24.44307,HCG106,,13.15,5.82,0.3642,,,,0.048,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG106,13.14,5.82,0.2,10.06,0.32,3014.0,0.13,
211015853.0,034324.53+231333.3,55.85223,23.22593,HII102,10.52,8.65,1.76,2.7573,0.7779,,,0.015,LC1,best,2.77,18.3,multi,no,no,no,yes,yes,yes,yes,no,no,HII102,8.64,1.76,0.99,4.56,1.18,5524.0,0.6,
211055772.0,034324.97+235201.5,55.85408,23.86709,BPL58,,14.45,7.16,0.2668,,,,0.037,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL58,14.44,7.16,0.09,,,,0.05,
