EPIC,Name_IAU,RAdeg,DEdeg,Other,Vmag_x,Ksmag_R16,(V-K)0,Per1,Per2,Per3,Per4,Ampl,LC,memb,Per_lit,vsini,Per_cat,dd,ddm,shch,beat,cpeak,resc,resd,dscu,cloud,Name_adopt,Ksmag_S16,(V-K),Mass,Mbol,Radius,Teff,Delmag,E(B-V),Object_name,Vmag_y,rmag,Icmag,Kmag,T_VI,T_VK,T_rK,T_IK,Period,A_r,R_o,Tspec,RV,EWHa,D_EWHa,TiO2n,D_TiO2n,TiO5n,D_TiO5n,Tquiet,fs1,Tspot1,fs2,Tspot2,multi,Flag,RAJ2000,DEJ2000
211072441.0,034423.54+240757.4,56.09811,24.13263,HII338,9.04,7.77,1.16,0.5889,,,,0.003,LC1,best,,40.0,single,no,no,no,no,no,no,no,no,no,HII338,7.76,1.16,1.26,3.21,1.61,6480.0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211118414.0,034424.67+245153.4,56.102830000000004,24.86485,HCG148,,11.94,5.37,0.2177,0.3821,,,0.02,LC1,best,,,multi,no,no,no,no,no,no,yes,no,no,HCG148,11.93,5.37,0.3,8.82,0.52,3135.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211112686.0,034424.80+244606.2,56.10337,24.76839,HCG149,15.42,11.01,4.3,0.7643,,,,0.046,LC1,best,3.27,20.0,single,no,no,no,no,no,no,no,no,no,HCG149,11.0,4.3,0.53,7.81,0.65,3526.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211107439.0,034425.58+244052.8,56.10661999999999,24.68136,HCG150,16.66,11.65,4.9,1.08,,,,0.033,LC1,best,1.08,13.0,single,no,no,no,no,no,no,no,no,no,HCG150,11.64,4.9,0.41,8.51,0.54,3287.0,0.22,,Cl* Melotte 22 HCG 150,16.66,99.0,14.01,11.651,3270.64,3263.24,,3250.72,1.07943463,0.1183,0.0213,3196.97,7.86,11.9177,11.7296,0.5825,-0.0841,0.4293,-0.0395,3270.64,0.631,2805.0,0.413,2885.0,0.0,1-1-1-1-1,56.106625,24.681362
211101761.0,034426.27+243522.9,56.109480000000005,24.5897,HII345,11.46,9.27,2.08,0.8374,,,,0.019,LC1,best,0.84,18.9,single,no,no,yes,no,no,no,no,no,no,HII345,9.26,2.08,0.91,5.39,0.93,5150.0,0.29,,Cl Melotte 22 345,11.460999999999999,11.181,10.52,9.266,5313.53,5142.14,5066.89,5026.71,0.84290117,0.0231,0.04897,5034.08,-4.18,0.0696,1.5048,0.9808,-0.0002,0.9354,-0.0165,5313.53,0.01,3540.0,0.271,3585.0,0.0,1-1-1-0-0,56.109486,24.589705
211095218.0,034426.53+242911.5,56.11055,24.48653,HHJ243,17.94,12.08,5.75,0.34700000000000003,,,,0.023,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ243,12.07,5.75,0.21,8.99,0.51,3031.0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211090224.0,034426.87+242431.7,56.11198,24.40883,HCG156,16.07,11.45,4.51,5.8799,,,,0.039,LC1,best,5.85,,single,no,no,no,no,no,no,no,no,no,HCG156,11.44,4.51,0.49,8.27,0.55,3436.0,-0.06,,Cl* Melotte 22 HCG 156,16.067999999999998,99.0,13.692,11.45,3464.08,3435.32,,3388.0,,,,3486.41,9.46,3.2964,3.2344,0.7358,-0.0141,0.5748,0.006,3464.08,0.155,3015.0,0.0,,0.0,1-1-1-1-1,56.11198,24.408831
211117230.0,034427.29+245038.2,56.113719999999994,24.84396,HII347,14.0,10.07,3.82,0.3982,0.3355,,,0.027000000000000003,LC1,best,0.4,78.0,multi,yes,no,no,no,no,yes,no,no,no,HII347,10.06,3.82,0.61,6.8,0.91,3756.0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211079163.0,034427.49+241417.1,56.11455,24.23811,HHJ190,,12.66,5.68,0.235,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ190,12.65,5.68,0.22,9.56,0.39,3049.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211064435.0,034427.90+235959.8,56.11629,23.99997,DH342,,13.49,6.21,0.3044,,,,0.02,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH342,13.48,6.21,0.16,10.44,0.28,2931.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211074888.0,034428.00+241017.5,56.1167,24.17155,HII357,13.32,10.06,3.15,3.8002,,,,0.071,LC3,best,3.79,10.0,single,no,no,yes,no,no,no,no,no,no,HII357,10.05,3.15,0.72,6.62,0.81,4149.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210754915.0,034428.08+191106.1,56.11701,19.18504,DH343,11.84,9.42,2.31,0.5332,,,,0.049,LC1,best,0.53,,single,no,no,yes,no,no,no,no,no,no,DH343,9.41,2.31,0.85,5.67,0.9,4911.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211038810.0,034431.71+233526.1,56.132130000000004,23.59061,SK564,,12.2,5.12,0.9184,,,,0.04,LC1,best,,,single,no,no,no,no,no,no,no,no,no,SK564,12.19,5.12,0.36,9.07,0.44,3213.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211056297.0,034431.97+235230.7,56.13325,23.87521,HII370,14.44,10.45,3.88,17.2827,7.7381,,,0.011000000000000001,LC4,best,0.94,,multi,no,no,yes,no,no,no,yes,no,no,HII370,10.44,3.88,0.6,7.19,0.78,3725.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211064526.0,034435.40+240004.8,56.14754,24.00135,HII390,14.33,10.65,3.57,9.0574,,,,0.008,LC4,best,,,single,no,no,yes,no,yes,no,no,no,no,HII390,10.64,3.57,0.65,7.33,0.67,3892.0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211033487.0,034436.27+233011.1,56.15115,23.50309,HCG161,16.55,11.66,4.78,1.6598,,,,0.064,LC1,best,,13.0,single,no,no,no,no,no,no,no,no,no,HCG161,11.65,4.78,0.42,8.51,0.53,3331.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211091449.0,034437.76+242538.8,56.157340000000005,24.42746,HHJ46,19.51,13.52,5.88,0.3036,,,,0.016,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ46,13.51,5.88,0.19,10.44,0.27,3000.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210996584.0,034437.77+225515.7,56.15741,22.92103,HCG164,15.75,11.04,4.6,0.3152,,,,0.022000000000000002,LC1,best,0.31,,single,no,no,no,no,no,no,no,no,no,HCG164,11.03,4.6,0.46,7.87,0.68,3400.0,0.5,,Cl* Melotte 22 HCG 164,15.745999999999999,14.812999999999999,13.379000000000001,11.036,3471.38,3391.57,3575.95,3267.89,0.31510052,0.0986,0.00799,3493.89,7.2,4.8628,4.8053,0.7277,-0.0249,0.5834,0.0109,3471.38,0.255,3005.0,0.0,,0.0,1-1-1-1-1,56.157413,22.921038
211004119.0,034438.94+230225.4,56.16226999999999,23.04041,HHJ189,,12.5,5.53,0.8297,,,,0.018000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ189,12.49,5.53,0.23,9.39,0.41,3090.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211097941.0,034439.61+243144.2,56.16505,24.52896,,,11.88,4.96,0.6099,,,,0.011000000000000001,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.87,4.96,0.4,8.74,0.49,3267.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211115638.0,034440.75+244906.7,56.1698,24.81854,HII405,9.84,8.52,1.21,1.9080000000000001,,,,0.015,LC3,best,1.92,18.2,single,no,no,yes,no,no,no,no,no,no,HII405,8.51,1.21,1.24,3.99,1.22,6219.0,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210967650.0,034441.82+222752.4,56.17425,22.464560000000002,PELS034,10.76,9.07,1.58,3.9912,,,,0.01,LC3,best,,,single,no,no,yes,no,no,no,no,no,no,PELS034,9.06,1.58,1.05,4.83,1.0,5641.0,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211088648.0,034446.13+242303.0,56.19223,24.38419,HHJ24,,13.79,6.09,0.2858,,,,0.013000000000000001,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ24,13.78,6.09,0.17,10.73,0.24,2955.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211065077.0,034447.32+240037.8,56.19718,24.01052,HHJ276,,12.32,5.11,0.7563,,,,0.024,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ276,12.31,5.11,0.36,9.19,0.41,3214.0,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211077649.0,034447.83+241252.7,56.19933,24.214660000000002,HCG166,,12.45,5.44,0.8136,,,,0.046,LC2,best,,,single,no,no,no,no,no,no,no,no,no,HCG166,12.44,5.44,0.26,9.34,0.41,3113.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211121141.0,034450.16+245440.0,56.20904,24.91113,HII451,13.43,10.34,2.98,5.6763,,,,0.031,LC3,best,5.55,5.7,single,no,no,yes,no,no,no,no,no,no,HII451,10.33,2.98,0.75,6.84,0.69,4264.0,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210911601.0,034452.85+213416.5,56.220240000000004,21.571260000000002,UGCSJ034452.86+213416.0,,12.42,5.45,0.2494,0.2714,,,0.02,LC1,best,,,multi,no,no,no,yes,no,yes,no,no,no,UGCSJ034452.86+213416.0,12.41,5.45,0.26,9.31,0.42,3110.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211059325.0,034453.83+235516.5,56.2243,23.92126,HII476,10.78,8.87,1.12,2.3386,2.4614,,,0.023,LC1,best,2.43,21.0,multi,yes,yes,yes,yes,no,yes,no,no,no,HII476,8.78,1.16,0.98,4.21,1.11,6203.0,0.43,0.24,Cl Melotte 22 476,10.78,10.604000000000001,9.87,8.816,6344.58,6338.19,6203.64,6332.52,2.42728496,0.0083,0.22132,6019.46,-1.18,-2.1025,0.3493,0.989,0.0032,0.9572,-0.0026,6344.58,0.0,,0.094,3615.0,0.0,1-1-1-0-0,56.224304000000004,23.921267
211092628.0,034454.09+242646.9,56.22538,24.44637,HHJ183,,12.75,5.31,0.6325,,,,0.035,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ183,12.74,5.31,0.32,9.63,0.35,3152.0,-0.32,,Cl* Melotte 22 HHJ 183,18.5,99.0,15.1,12.75,2909.11,3027.85,,3260.38,,,,3156.48,7.21,6.087,5.8161,0.5686,-0.0386,0.4054,-0.0044,3156.48,0.39899999999999997,2785.0,0.066,2845.0,10.0,1-1-6-1-1,56.225384,24.446379
211059981.0,034455.99+235553.5,56.2333,23.93153,HCG171,,11.92,5.36,0.3954,0.4936,,,0.013999999999999999,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HCG171,11.91,5.36,0.29,8.81,0.52,3136.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211091768.0,034456.39+242557.4,56.23498000000001,24.43262,HII489,10.42,8.87,1.44,2.7793,,,,0.02,LC1,best,2.85,18.3,multi,no,no,yes,yes,no,no,no,no,no,HII489,8.86,1.44,1.1,4.53,1.05,5895.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211039840.0,034456.68+233623.6,56.23619,23.606579999999997,HHJ269,,12.33,5.07,0.8002,,,,0.04,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ269,12.32,5.07,0.37,9.2,0.41,3230.0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211063935.0,034457.32+235932.4,56.23887,23.99235,,,11.96,4.85,1.78,,,,0.015,LC1,best,,,single,no,no,no,no,no,no,no,no,no,,11.95,4.85,0.41,8.81,0.47,3305.0,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211027607.0,034458.01+232431.2,56.24174,23.40867,HHJ223,,12.36,5.4,0.7571,,,,0.084,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ223,12.35,5.4,0.28,9.25,0.43,3127.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211059734.0,034458.58+235541.0,56.24409,23.928060000000002,HHJ274,,12.11,5.34,0.4849,,,,0.034,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,HHJ274,12.1,5.34,0.31,8.99,0.47,3145.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211026321.0,034458.96+232320.1,56.24568000000001,23.388939999999998,HII513,13.85,10.48,3.26,5.8883,,,,0.079,LC3,best,5.84,7.4,multi,no,no,yes,yes,yes,no,no,no,no,HII513,10.47,3.26,0.7,7.07,0.68,4078.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211024158.0,034459.47+232118.4,56.2478,23.35512,HHJ54,,13.38,5.77,0.2388,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ54,13.37,5.77,0.21,10.29,0.28,3027.0,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211113286.0,034501.12+244641.1,56.2547,24.7781,HCG172,,12.57,5.34,0.5888,,,,0.025,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG172,12.56,5.34,0.31,9.45,0.38,3145.0,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210779549.0,034501.66+193333.7,56.25695,19.55937,PELS135,9.45,8.15,1.19,0.9368,,,,0.002,LC1,ok,,,multi,no,no,no,yes,no,no,no,no,no,PELS135,8.14,1.19,1.25,3.62,1.34,6454.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211054027.0,034503.26+235021.9,56.2636,23.83943,HII522,11.97,9.72,2.14,7.0949,8.8112,,,0.013999999999999999,LC3,best,,4.0,multi,no,no,no,yes,yes,yes,no,no,no,HII522,9.71,2.14,0.89,5.86,0.78,5037.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211080847.0,034506.53+241548.6,56.27721999999999,24.26352,HII531,8.58,7.72,0.75,0.0431,0.0389,0.0365,0.0464,0.002,LC1,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII531,7.71,0.75,1.51,2.78,1.61,7150.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211040347.0,034506.77+233651.6,56.27825,23.61434,HCG176,,12.66,6.11,0.3337,,,,0.022000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG176,12.65,6.11,0.17,9.6,0.41,2950.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210978650.0,034508.67+223830.6,56.286159999999995,22.64185,HHJ204,,12.48,5.33,0.4623,,,,0.051,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ204,12.47,5.33,0.3,9.36,0.4,3147.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210920066.0,034509.87+214216.5,56.29115,21.70459,PELS040,9.99,8.59,1.29,2.9317,2.764,,,0.013999999999999999,LC1,best,2.93,11.5,multi,no,no,no,yes,no,yes,no,no,no,PELS040,8.58,1.29,1.19,4.13,1.17,6147.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211004687.0,034510.81+230258.1,56.29506,23.0495,HCG186,,12.35,5.25,0.9335,,,,0.113,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HCG186,12.34,5.25,0.32,9.23,0.42,3172.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211101564.0,034511.98+243510.2,56.29993,24.586170000000003,HII554,13.93,10.56,3.26,4.3894,,,,0.113,LC3,best,4.33,,single,no,no,yes,no,no,no,no,no,no,HII554,10.55,3.26,0.7,7.16,0.66,4078.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211096421.0,034512.07+243018.3,56.3003,24.5051,,,11.9,4.95,0.3473,,,,0.024,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,,11.89,4.95,0.4,8.76,0.49,3271.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211024798.0,034512.14+232153.2,56.300619999999995,23.36479,HCG185,17.64,12.24,5.29,0.7494,,,,0.083,LC1,best,2.99,,single,no,no,no,no,no,no,no,no,no,HCG185,12.23,5.29,0.32,9.12,0.44,3158.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210982234.0,034512.42+224151.1,56.30178000000001,22.69753,BPL71,,12.27,5.13,0.7676,,,,0.10099999999999999,LC1,best,,,single,no,no,no,no,no,no,no,no,no,BPL71,12.26,5.13,0.36,9.14,0.43,3207.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211057685.0,034512.60+235345.1,56.30254,23.89588,HHJ14,,13.88,6.55,0.2594,,,,0.016,LC1,best,,26.0,single,no,no,no,no,no,no,no,no,no,HHJ14,13.87,6.55,0.13,10.88,0.24,2872.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211080412.0,034513.13+241523.7,56.304730000000006,24.2566,NZTau=HCG180,,13.17,5.51,2.0103,,,,0.017,LC1,best,,,single,no,no,no,no,no,no,no,no,no,NZTau=HCG180,13.16,5.51,0.25,10.06,0.3,3094.0,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211034329.0,034513.40+233100.9,56.30585,23.51693,OOTau=HCG184,17.72,11.89,5.72,0.3403,0.2279,,,0.061,LC1,ok,,,multi,no,no,no,no,no,yes,no,no,no,OOTau=HGC184,11.88,5.72,0.22,8.8,0.56,3039.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211071722.0,034516.12+240716.2,56.31717,24.12118,HCG183,16.24,11.63,4.5,2.1851,,,,0.021,LC1,best,2.19,,single,no,no,no,no,no,no,no,no,no,HCG183,11.62,4.5,0.49,8.45,0.51,3440.0,-0.25,,Cl* Melotte 22 HCG 183,16.239,99.0,13.823,11.627,3431.67,3438.48,,3451.14,,,,3360.79,1.4,5.9272,5.8453,0.6705,-0.0671,0.5147,-0.0377,3431.67,0.534,2925.0,0.35200000000000004,3015.0,0.0,1-1-1-1-1,56.317177,24.121185
211037417.0,034516.41+233401.7,56.3184,23.56716,DH384,,13.52,6.01,0.1903,,,,0.031,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH384,13.51,6.01,0.18,10.45,0.27,2971.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211100894.0,034516.64+243432.5,56.31935,24.5757,HCG181,16.18,11.43,4.64,0.8545,,,,0.043,LC1,best,0.86,26.0,single,no,no,no,no,no,no,no,no,no,HCG181,11.42,4.64,0.45,8.27,0.57,3384.0,0.17,,Cl* Melotte 22 HCG 181,16.18,15.597999999999999,13.7,11.43,3384.95,3373.05,3370.45,3350.96,0.85561222,0.0912,0.019809999999999998,3328.81,5.17,6.0053,5.8938,0.6551,-0.0638,0.4975,-0.031,3384.95,0.52,2905.0,0.311,2992.5,0.0,1-2-1-1-1,56.319359,24.575708
211121734.0,034520.85+245519.4,56.336909999999996,24.92207,HII605,9.0,7.84,1.05,7.0681,,,,0.002,LC3,best,,80.0,multi,no,no,yes,yes,yes,no,no,no,no,HII605,7.83,1.05,1.34,3.18,1.57,6605.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211098921.0,034521.66+243237.3,56.34029,24.5437,HHJ273,,12.31,5.23,1.1468,,,,0.046,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ273,12.3,5.23,0.33,9.19,0.43,3178.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211031520.0,034522.19+232818.2,56.34248,23.471729999999997,HII636,12.4,9.81,2.48,8.4849,6.6064,,,0.021,LC3,best,7.5,3.5,multi,no,no,no,yes,yes,yes,no,no,no,HII636,9.8,2.48,0.81,6.12,0.8,4701.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211117626.0,034523.49+245102.8,56.34788,24.8508,HII624,15.28,11.04,4.13,1.2481,,,,0.11199999999999999,LC2,best,1.25,16.0,single,no,no,no,no,no,no,no,no,no,HII624,11.03,4.13,0.56,7.82,0.62,3603.0,0.01,,Cl Melotte 22 624,15.349,14.762,13.163,11.037,3621.28,3598.72,3605.25,3556.57,1.24784136,0.0546,0.03538,3625.25,8.37,3.4593,3.4914,0.7844,-0.0203,0.645,-0.0032,3621.28,0.215,3080.0,0.032,3185.0,0.0,1-1-1-1-1,56.347889,24.8508
211119678.0,034524.12+245309.4,56.350530000000006,24.88597,HII627,9.65,8.38,1.16,1.8128,1.7474,,,0.006999999999999999,LC1,best,,33.2,multi,no,no,no,yes,yes,yes,no,no,no,HII627,8.37,1.16,1.26,3.81,1.26,6355.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211086163.0,034524.77+242045.4,56.35324,24.34596,DH392,,12.24,5.34,0.941,,,,0.026000000000000002,LC1,best,,,single,yes,no,no,no,no,no,no,no,no,DH392,12.23,5.34,0.31,9.12,0.45,3143.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211028956.0,034525.97+232548.7,56.35824,23.4302,HII659,12.04,9.53,1.69,2.804,2.6719,,,0.059000000000000004,LC3,ok,,12.2,multi,no,no,no,yes,yes,yes,no,no,no,HII659,9.52,2.4,0.83,5.82,0.87,4817.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211066615.0,034526.13+240206.4,56.3589,24.03513,HII652,8.04,7.46,0.47,0.1212,0.0871,0.042,,0.002,LC4,best,,,multi,no,no,no,no,no,yes,no,yes,no,HII652,7.45,0.47,,2.23,1.65,8003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210971340.0,034526.55+223132.2,56.36063000000001,22.52562,HHJ267,17.4,12.25,5.04,1.2096,,,,0.107,LC1,best,1.21,,single,no,no,no,no,no,no,no,no,no,HHJ267,12.24,5.04,0.38,9.11,0.42,3239.0,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211041420.0,034527.50+233757.1,56.364619999999995,23.63253,HHJ106,,13.26,5.48,0.2958,,,,0.032,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ106,13.25,5.48,0.25,10.15,0.29,3102.0,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211084069.0,034530.21+241845.5,56.37591,24.31265,HII673,15.74,11.13,4.5,2.1929,,,,0.028999999999999998,LC1,best,2.2,14.0,single,no,no,no,no,no,no,no,no,no,HII673,11.12,4.5,0.49,7.95,0.64,3440.0,0.25,,Cl Melotte 22 673,15.690999999999999,15.062000000000001,13.382,11.129000000000001,3518.38,3464.82,3491.22,3373.45,2.19276476,0.0854,0.06521,3712.88,11.92,2.582,2.6707,0.8146,-0.0194,0.6919,-0.0027,3712.88,0.209,3120.0,0.026000000000000002,3240.0,0.0,1-1-6-1-1,56.375916000000004,24.312651000000002
211083408.0,034532.93+241811.6,56.38721999999999,24.30324,HII686,13.52,10.22,3.19,0.3976,,,,0.075,LC3,best,0.4,71.0,single,no,no,yes,no,no,no,no,no,no,HII686,10.21,3.19,0.71,6.79,0.76,4123.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211013191.0,034533.98+231106.7,56.3916,23.1852,DH396,,13.01,5.62,0.5883,,,,0.019,LC1,best,,,single,no,no,no,no,no,no,no,no,no,DH396,13.0,5.62,0.22,9.91,0.33,3064.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211093705.0,034534.45+242747.8,56.39355,24.46329,HII697,8.6,7.64,0.85,0.3279,0.315,0.2998,,0.002,LC1,best,,,multi,no,no,no,yes,no,yes,no,yes,no,HII697,7.63,0.85,1.46,2.8,1.63,7062.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211069456.0,034535.39+240459.5,56.39748,24.08321,HII708,10.11,8.6,1.4,1.0199,0.9994,,,0.011000000000000001,LC1,best,0.29,45.0,multi,no,no,no,yes,no,yes,no,no,no,HII708,8.59,1.4,1.12,4.22,1.25,5824.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211105653.0,034536.71+243906.7,56.40298000000001,24.65188,HCG194,16.73,11.35,5.27,0.3334,0.3446,,,0.027999999999999997,LC1,best,0.33,,multi,no,no,no,yes,no,yes,no,no,no,HCG194,11.34,5.27,0.32,8.23,0.67,3164.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211061207.0,034538.98+235701.1,56.41243000000001,23.95031,WBM5,,13.25,5.74,0.34700000000000003,,,,0.015,LC1,best,,,single,no,no,no,no,no,no,no,no,no,WBM5,13.24,5.74,0.22,10.16,0.3,3034.0,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211072835.0,034539.28+240820.5,56.413669999999996,24.139039999999998,HHJ130,,13.06,5.64,0.8158,,,,0.018000000000000002,LC1,best,,,single,no,no,no,no,no,no,no,no,no,HHJ130,13.05,5.64,0.22,9.96,0.32,3059.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211104176.0,034540.16+243738.0,56.41737,24.62724,HII727,9.71,8.29,1.31,1.1394,1.1835,,,0.021,LC1,best,0.53,45.0,multi,yes,yes,yes,yes,no,yes,no,no,no,HII727,8.28,1.31,1.19,3.85,1.33,6132.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211082436.0,034541.38+241718.9,56.422430000000006,24.28859,HII745,9.46,8.04,1.31,0.8383,,,,0.003,LC1,best,,65.0,single,yes,no,no,no,no,no,no,no,no,HII745,8.03,1.31,1.19,3.61,1.45,6212.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211120842.0,034542.11+245421.5,56.42548000000001,24.90599,HII739,9.57,7.94,1.52,1.5775,1.7112,,,0.015,LC3,best,0.92,14.4,multi,no,no,no,yes,no,yes,no,no,no,HII739,7.93,1.52,1.06,3.67,1.59,5843.0,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211129400.0,034542.44+250325.5,56.426869999999994,25.05709,HII740,13.4,10.5,2.79,2.8396,2.6899,,,0.040999999999999995,LC3,best,2.77,14.0,multi,no,no,no,yes,no,yes,no,no,no,HII740,10.49,2.79,0.77,6.95,0.61,4452.0,-0.4,,Cl Melotte 22 740,13.4,13.122,12.11,10.504000000000001,4638.6,4564.36,4377.9,4487.05,2.77192235,0.1106,0.12362999999999999,4434.09,-0.51,1.2522,2.0683,0.9467,-0.0283,0.9122,-0.0329,4638.6,0.401,3435.0,0.306,3550.0,-1.0,1-1-1-0-0,56.426871999999996,25.057091
211068914.0,034544.07+240426.7,56.433640000000004,24.0741,HII762,14.23,10.64,3.48,3.7965,,,,0.026000000000000002,LC1,best,3.84,9.0,single,no,no,yes,no,no,no,no,no,no,HII762,10.63,3.48,0.66,7.29,0.66,3944.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210922602.0,034546.92+214449.3,56.445530000000005,21.74705,HHJ128,,12.82,5.91,0.1958,0.2172,,,0.018000000000000002,LC1,best,,,multi,no,no,no,no,no,yes,no,no,no,HHJ128,12.81,5.91,0.19,9.74,0.37,2993.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211010902.0,034548.80+230849.7,56.45336999999999,23.14716,HII801,6.85,6.74,0.0,3.0876,3.2574,2.8975,,0.001,LC1,best,,,multi,no,no,no,no,yes,yes,no,no,no,HII801,6.73,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
